symbol,date,open,high,low,close,volume,adjusted
ORCL,2025-07-28,246,247.77999877929688,243.4199981689453,247.7100067138672,6756800,246.62893676757813
ORCL,2025-07-29,248.6999969482422,253.07000732421875,246.58999633789063,249.97999572753906,8415300,248.88902282714844
ORCL,2025-07-30,248.63999938964844,251.0500030517578,245.60000610351563,250.60000610351563,8441400,249.50633239746094
ORCL,2025-07-31,255.77000427246094,260.8699951171875,253.32000732421875,253.77000427246094,15548700,252.66249084472656
ORCL,2025-08-01,247.8300018310547,248.41000366210938,242,244.4199981689453,12718200,243.35330200195313
ORCL,2025-08-04,245.89999389648438,252.91000366210938,245.89999389648438,252.52999877929688,8614800,251.42791748046875
ORCL,2025-08-05,255.41000366210938,258.489990234375,251.3699951171875,255.6699981689453,11197300,254.55419921875
ORCL,2025-08-06,256.8399963378906,256.8399963378906,251.72000122070313,256.42999267578125,9930200,255.31088256835938
ORCL,2025-08-07,257.7099914550781,257.760009765625,246.52000427246094,249.38999938964844,11954200,248.30160522460938
ORCL,2025-08-08,250.02999877929688,250.88999938964844,247.86000061035156,250.0500030517578,8313300,248.95872497558594
ORCL,2025-08-11,248.39999389648438,254.69000244140625,245.55999755859375,252.67999267578125,9012100,251.57725524902344
ORCL,2025-08-12,252.5800018310547,257.8699951171875,251.0800018310547,253.86000061035156,9998400,252.75210571289063
ORCL,2025-08-13,257.1700134277344,257.6700134277344,242.63999938964844,244.17999267578125,14182100,243.1143341064453
ORCL,2025-08-14,244.9499969482422,248.9199981689453,242.57000732421875,244.9600067138672,10285600,243.89096069335938
ORCL,2025-08-15,246.9199981689453,250.6300048828125,242.92999267578125,248.27999877929688,11554000,247.1964569091797
ORCL,2025-08-18,246.1999969482422,249.16000366210938,243.6199951171875,249.07000732421875,6759900,247.98300170898438
ORCL,2025-08-19,249.25,249.25,232.22999572753906,234.6199951171875,16819300,233.5960693359375
ORCL,2025-08-20,232.17999267578125,235.8800048828125,228.25,235.05999755859375,11256400,234.03414916992188
