symbol,date,open,high,low,close,volume,adjusted
MSFT,2025-07-28,514.08001708984375,515,510.1199951171875,512.5,14308000,510.7030334472656
MSFT,2025-07-29,515.530029296875,517.6199951171875,511.55999755859375,512.57000732421875,16469200,510.7727966308594
MSFT,2025-07-30,515.16998291015625,515.95001220703125,509.44000244140625,513.239990234375,26380400,511.4404296875
MSFT,2025-07-31,555.22998046875,555.45001220703125,531.9000244140625,533.5,51617300,531.62939453125
MSFT,2025-08-01,535,535.79998779296875,520.8599853515625,524.1099853515625,28977600,522.27227783203125
MSFT,2025-08-04,528.27001953125,538.25,528.1300048828125,535.6400146484375,25349000,533.76190185546875
MSFT,2025-08-05,537.17999267578125,537.29998779296875,527.239990234375,527.75,19171600,525.8995361328125
MSFT,2025-08-06,530.9000244140625,531.70001220703125,524.030029296875,524.94000244140625,21355700,523.09942626953125
MSFT,2025-08-07,526.79998779296875,528.09002685546875,517.54998779296875,520.84002685546875,16079100,519.0137939453125
MSFT,2025-08-08,522.5999755859375,524.65997314453125,519.40997314453125,522.03997802734375,15531000,520.2095947265625
MSFT,2025-08-11,522.29998779296875,527.59002685546875,519.719970703125,521.77001953125,20194400,519.9405517578125
MSFT,2025-08-12,523.75,530.97998046875,522.70001220703125,529.239990234375,18667000,527.38433837890625
MSFT,2025-08-13,532.1099853515625,532.70001220703125,519.3699951171875,520.58001708984375,19619200,518.75469970703125
MSFT,2025-08-14,522.55999755859375,525.95001220703125,520.1400146484375,522.47998046875,20269100,520.64801025390625
MSFT,2025-08-15,522.77001953125,526.0999755859375,519.08001708984375,520.16998291015625,25213300,518.34613037109375
MSFT,2025-08-18,521.59002685546875,522.82000732421875,514.02001953125,517.0999755859375,23760600,515.286865234375
MSFT,2025-08-19,515,515.15997314453125,508.54998779296875,509.7699890136719,21481000,507.98260498046875
MSFT,2025-08-20,509.8699951171875,511,504.44000244140625,505.7200012207031,27723000,503.9468078613281
MSFT,2025-08-21,503.69000244140625,507.6300048828125,502.7200012207031,504.239990234375,18443300,503.2980041503906
MSFT,2025-08-22,504.25,510.7300109863281,502.4100036621094,507.2300109863281,24324200,506.2824401855469
MSFT,2025-08-25,506.6300048828125,508.19000244140625,504.1199951171875,504.260009765625,21638600,503.3179931640625
MSFT,2025-08-26,504.3599853515625,504.9800109863281,498.510009765625,502.0400085449219,30835700,501.1021423339844
MSFT,2025-08-27,502,507.2900085449219,499.8999938964844,506.739990234375,17277900,505.7933349609375
MSFT,2025-08-28,507.0899963378906,511.0899963378906,505.5,509.6400146484375,18015600,508.68792724609375
MSFT,2025-08-29,508.6600036621094,509.6000061035156,504.489990234375,506.69000244140625,20961600,505.7434387207031
MSFT,2025-09-02,500.4700012207031,506,496.80999755859375,505.1199951171875,18128000,504.1763610839844
MSFT,2025-09-03,503.7900085449219,507.7900085449219,502.32000732421875,505.3500061035156,16345100,504.40594482421875
MSFT,2025-09-04,504.29998779296875,508.1499938964844,503.1499938964844,507.9700012207031,15509500,507.02105712890625
MSFT,2025-09-05,509.07000732421875,511.9700012207031,492.3699951171875,495,31994800,494.0752868652344
MSFT,2025-09-08,498.1099853515625,501.20001220703125,495.0299987792969,498.20001220703125,16771000,497.2693176269531
MSFT,2025-09-09,501.42999267578125,502.25,497.70001220703125,498.4100036621094,14410500,497.4789123535156
MSFT,2025-09-10,502.9800109863281,503.2300109863281,496.7200012207031,500.3699951171875,21611800,499.43524169921875
MSFT,2025-09-11,502.25,503.1700134277344,497.8800048828125,501.010009765625,18881600,500.0740661621094
MSFT,2025-09-12,506.6499938964844,512.54998779296875,503.8500061035156,509.8999938964844,23624900,508.94744873046875
MSFT,2025-09-15,508.7900085449219,515.469970703125,507,515.3599853515625,17143800,514.397216796875
MSFT,2025-09-16,516.8800048828125,517.22998046875,508.6000061035156,509.0400085449219,19711900,508.08905029296875
MSFT,2025-09-17,510.6199951171875,511.2900085449219,505.92999267578125,510.0199890136719,15816600,509.06719970703125
MSFT,2025-09-18,511.489990234375,513.07000732421875,507.6600036621094,508.45001220703125,18913700,507.5001525878906
MSFT,2025-09-19,510.55999755859375,519.29998779296875,510.30999755859375,517.92999267578125,52474100,516.96240234375
MSFT,2025-09-22,515.59002685546875,517.739990234375,512.53997802734375,514.45001220703125,20009300,513.48895263671875
MSFT,2025-09-23,513.79998779296875,514.59002685546875,507.30999755859375,509.2300109863281,19799600,508.2787170410156
MSFT,2025-09-24,510.3800048828125,512.47998046875,506.9200134277344,510.1499938964844,13533700,509.19696044921875
MSFT,2025-09-25,508.29998779296875,510.010009765625,505.0400085449219,507.0299987792969,15786500,506.0827941894531
MSFT,2025-09-26,510.05999755859375,513.94000244140625,506.6199951171875,511.4599914550781,16213100,510.5045166015625
MSFT,2025-09-29,511.5,516.8499755859375,508.8800048828125,514.5999755859375,17617800,513.63861083984375
MSFT,2025-09-30,513.239990234375,518.15997314453125,509.6600036621094,517.95001220703125,19728200,516.982421875
MSFT,2025-10-01,514.79998779296875,520.510009765625,511.69000244140625,519.71002197265625,22632300,518.7391357421875
MSFT,2025-10-02,517.6400146484375,521.5999755859375,510.67999267578125,515.739990234375,21222900,514.77655029296875
MSFT,2025-10-03,517.0999755859375,520.489990234375,515,517.3499755859375,15112300,516.38348388671875
MSFT,2025-10-06,518.6099853515625,531.030029296875,518.20001220703125,528.57000732421875,21388600,527.58258056640625
MSFT,2025-10-07,528.28997802734375,529.79998779296875,521.44000244140625,523.97998046875,14615200,523.0010986328125
MSFT,2025-10-08,523.280029296875,526.95001220703125,523.09002685546875,524.8499755859375,13363400,523.8695068359375
MSFT,2025-10-09,522.34002685546875,524.33001708984375,517.4000244140625,522.4000244140625,18343600,521.42413330078125
MSFT,2025-10-10,519.6400146484375,523.58001708984375,509.6300048828125,510.9599914550781,24133800,510.0054626464844
MSFT,2025-10-13,516.40997314453125,516.40997314453125,511.67999267578125,514.04998779296875,14284200,513.08966064453125
MSFT,2025-10-14,510.2300109863281,515.280029296875,506,513.57000732421875,14684300,512.610595703125
MSFT,2025-10-15,514.96002197265625,517.19000244140625,510,513.42999267578125,14694700,512.4708251953125
MSFT,2025-10-16,512.58001708984375,516.8499755859375,508.1300048828125,511.6099853515625,15559600,510.65423583984375
MSFT,2025-10-17,509.0400085449219,515.47998046875,507.30999755859375,513.58001708984375,19867800,512.62060546875
MSFT,2025-10-20,514.6099853515625,518.70001220703125,513.42999267578125,516.78997802734375,14665600,515.82452392578125
MSFT,2025-10-21,517.5,518.69000244140625,513.03997802734375,517.65997314453125,15586200,516.69293212890625
MSFT,2025-10-22,521.1500244140625,525.22998046875,517.71002197265625,520.53997802734375,18962700,519.56756591796875
MSFT,2025-10-23,522.46002197265625,523.95001220703125,518.6099853515625,520.55999755859375,14023500,519.5875244140625
MSFT,2025-10-24,522.78997802734375,525.3499755859375,520.71002197265625,523.6099853515625,15532400,522.6318359375
MSFT,2025-10-27,531.780029296875,534.58001708984375,529.010009765625,531.52001953125,18734700,530.527099609375
MSFT,2025-10-28,550,553.719970703125,540.77001953125,542.07000732421875,29986700,541.057373046875
MSFT,2025-10-29,544.94000244140625,546.27001953125,536.72998046875,541.54998779296875,36023000,540.538330078125
MSFT,2025-10-30,530.47998046875,534.969970703125,522.1199951171875,525.760009765625,41023100,524.77783203125
MSFT,2025-10-31,528.8800048828125,529.32000732421875,515.0999755859375,517.80999755859375,34006400,516.8426513671875
MSFT,2025-11-03,519.80999755859375,524.96002197265625,514.59002685546875,517.030029296875,22374700,516.06414794921875
MSFT,2025-11-04,511.760009765625,515.54998779296875,507.8399963378906,514.33001708984375,20958700,513.36920166015625
MSFT,2025-11-05,513.29998779296875,514.83001708984375,506.5799865722656,507.1600036621094,23024300,506.2125549316406
MSFT,2025-11-06,505.6600036621094,505.70001220703125,495.80999755859375,497.1000061035156,27406500,496.1713562011719
MSFT,2025-11-07,496.95001220703125,499.3800048828125,493.25,496.82000732421875,24019800,495.8918762207031
MSFT,2025-11-10,500.0400085449219,506.8500061035156,498.79998779296875,506,26101500,505.0547180175781
MSFT,2025-11-11,504.79998779296875,509.6000061035156,502.3500061035156,508.67999267578125,17980000,507.7297058105469
MSFT,2025-11-12,509.3599853515625,511.6700134277344,499.1199951171875,511.1400146484375,26574900,510.1851501464844
MSFT,2025-11-13,510.30999755859375,513.5,501.2900085449219,503.2900085449219,25273100,502.34979248046875
MSFT,2025-11-14,498.2300109863281,511.6000061035156,497.44000244140625,510.17999267578125,28505700,509.2268981933594
MSFT,2025-11-17,508.45001220703125,512.1199951171875,504.9100036621094,507.489990234375,19092800,506.54193115234375
MSFT,2025-11-18,495.3699951171875,502.9800109863281,486.7799987792969,493.7900085449219,33815100,492.8675537109375
MSFT,2025-11-19,490.1000061035156,495.19000244140625,482.8299865722656,487.1199951171875,23245300,486.2099914550781
MSFT,2025-11-20,492.7099914550781,493.57000732421875,475.5,478.42999267578125,26802500,478.42999267578125
MSFT,2025-11-21,478.5,478.9200134277344,468.2699890136719,472.1199951171875,31769200,472.1199951171875
MSFT,2025-11-24,475,476.8999938964844,468.0199890136719,474,34421000,474
MSFT,2025-11-25,474.07000732421875,479.1499938964844,464.8900146484375,476.989990234375,28019800,476.989990234375
MSFT,2025-11-26,486.30999755859375,488.30999755859375,481.20001220703125,485.5,25709100,485.5
MSFT,2025-11-28,487.6000061035156,492.6300048828125,486.6499938964844,492.010009765625,14386700,492.010009765625
MSFT,2025-12-01,488.44000244140625,489.8599853515625,484.6499938964844,486.739990234375,23964000,486.739990234375
MSFT,2025-12-02,486.7200012207031,493.5,486.32000732421875,490,19562700,490
MSFT,2025-12-03,476.32000732421875,484.239990234375,475.20001220703125,477.7300109863281,34615100,477.7300109863281
MSFT,2025-12-04,479.760009765625,481.32000732421875,476.489990234375,480.8399963378906,22318200,480.8399963378906
MSFT,2025-12-05,482.5199890136719,483.3999938964844,478.8800048828125,483.1600036621094,22608700,483.1600036621094
MSFT,2025-12-08,484.8900146484375,492.29998779296875,484.3800048828125,491.0199890136719,21965900,491.0199890136719
MSFT,2025-12-09,489.1000061035156,492.1199951171875,488.5,492.0199890136719,14696100,492.0199890136719
MSFT,2025-12-10,484.0299987792969,484.25,475.0799865722656,478.55999755859375,35756200,478.55999755859375
MSFT,2025-12-11,476.6300048828125,486.0299987792969,475.8599853515625,483.4700012207031,24669200,483.4700012207031
MSFT,2025-12-12,479.82000732421875,482.45001220703125,476.3399963378906,478.5299987792969,21248100,478.5299987792969
MSFT,2025-12-15,480.1000061035156,480.7200012207031,472.5199890136719,474.82000732421875,23727700,474.82000732421875
MSFT,2025-12-16,471.9100036621094,477.8900146484375,470.8800048828125,476.3900146484375,20705600,476.3900146484375
MSFT,2025-12-17,476.9100036621094,480,475,476.1199951171875,24527200,476.1199951171875
MSFT,2025-12-18,478.19000244140625,489.6000061035156,477.8900146484375,483.9800109863281,28573500,483.9800109863281
MSFT,2025-12-19,487.3599853515625,487.8500061035156,482.489990234375,485.9200134277344,70836100,485.9200134277344
MSFT,2025-12-22,486.1199951171875,488.7300109863281,482.69000244140625,484.9200134277344,16963000,484.9200134277344
MSFT,2025-12-23,484.9800109863281,487.8299865722656,484.739990234375,486.8500061035156,14683600,486.8500061035156
